src_ip_u32,src_port,dst_ip_u32,dst_port,proto,len_min,len_max,mean_len,iat_min_us,iat_max_us,mean_iat_us,total_len,flag_bits_sum
3232235777,41952,3232235971,57576,6,2561,14080,11136.166992,8.140000,12.200000,9.712000,66817,9
3232235809,35953,3232235969,445,6,13312,46848,21760.000000,6.040000,7.220000,6.520000,130560,9
3232235809,35987,3232235969,135,6,13312,31744,19626.666016,5.920000,7.720000,6.896000,117760,9
3232235777,41952,3232235971,57583,6,11776,56832,20181.333984,5.800000,7.360000,6.520000,121088,9
3232235855,9197,3232235971,57584,6,11776,56325,26667.500000,5.680000,12.900000,7.292000,160005,8
3232235855,9197,3232235971,57585,6,11776,58368,27478.166016,5.900000,13.200000,8.076000,164869,8
3232235855,9197,3232235971,57586,6,11776,56325,25088.833984,5.400000,11.680000,7.340000,150533,8
3232235855,9197,3232235971,57587,6,11776,56325,25088.833984,9.700000,21.900000,13.712000,150533,8
3232235855,9197,3232235971,57588,6,11776,46081,23381.500000,9.480000,12.960000,11.456000,140289,9
3232235855,9197,3232235971,57589,6,11776,44032,22997.666016,6.140000,27.620001,12.328000,137986,9
3232235855,9197,3232235971,57590,6,11776,56325,20310.333984,5.920000,12.460000,8.836000,121862,8
3232235855,9197,3232235971,57591,6,11776,45057,19456.333984,5.700000,14.720000,8.784000,116738,9
3232235855,9197,3232235971,57592,6,11776,63232,28288.833984,7.520000,12.580000,9.352000,169733,8
3232235855,9197,3232235971,57593,6,11776,61952,28075.500000,6.040000,12.480000,8.592000,168453,8
3232235777,41952,3232235971,57594,6,11776,56832,20181.333984,5.740000,12.920000,9.000000,121088,9
3232235777,41952,3232235971,57595,6,2561,41984,16042.833008,5.460000,11.940000,9.320000,96257,8
3232235777,41952,3232235971,57596,6,2561,14080,11136.166992,5.880000,7.420000,6.600000,66817,9
3232235855,7678,3232235971,57597,6,11776,56325,26923.500000,7.040000,13.880000,10.588000,161541,8
3232235855,7678,3232235971,57598,6,11776,59904,27734.166016,5.180000,11.800000,7.368000,166405,8
3232235969,49192,3232235971,5357,6,1281,13312,8790.000000,10.180000,16.139999,12.380000,52740,9
3232235855,7678,3232235971,57599,6,11776,56325,26923.500000,5.920000,7.180000,6.404000,161541,8
3232235855,7678,3232235971,57600,6,11776,59904,27734.166016,5.820000,6.780000,6.136000,166405,8
3232235777,49152,3232235971,57601,6,1796,59136,18518.000000,5.740000,7.420000,6.408000,111108,9
3232235855,9197,3232235971,57602,6,11776,56325,26667.500000,9.240000,18.500000,13.020000,160005,8
3232235855,9197,3232235971,57603,6,11776,58368,27478.166016,5.820000,13.380000,8.996000,164869,8
3232235855,9197,3232235971,57604,6,11776,56325,25088.833984,5.760000,7.340000,6.556000,150533,8
3232235855,9197,3232235971,57605,6,11776,56325,25088.833984,11.200000,24.320000,16.148001,150533,8
3232235855,9197,3232235971,57606,6,11776,46081,23381.500000,5.580000,11.840000,7.252000,140289,9
3232235855,9197,3232235971,57607,6,11776,44032,22997.666016,5.660000,7.580000,6.480000,137986,9
3232235855,9197,3232235971,57608,6,11776,56325,20310.333984,10.640000,21.360001,14.188000,121862,8
3232235855,9197,3232235971,57609,6,11776,45057,19456.333984,6.100000,48.299999,18.879999,116738,9
3232235855,9197,3232235971,57610,6,11776,63232,28288.833984,5.740000,18.540001,8.848000,169733,8
3232235855,9197,3232235971,57611,6,11776,61952,28075.500000,6.000000,31.240000,14.848000,168453,8
3232235809,45897,3232235969,445,6,13312,46848,21760.000000,5.900000,6.620000,6.148000,130560,9
3232235809,33949,3232235969,445,6,13312,46848,21760.000000,6.000000,10.040000,7.488000,130560,9
3232235809,46149,3232235969,445,6,13312,56325,33964.332031,7.740000,779.320007,163.768005,203786,8
3232235809,35955,3232235969,445,6,13312,56325,33964.332031,7.240000,744.900024,157.492004,203786,8
3232235809,36851,3232235969,445,6,13312,56325,33964.332031,7.080000,737.820007,155.968002,203786,8
3232235809,45175,3232235969,445,6,13312,56325,33964.332031,6.960000,715.260010,150.875992,203786,8
3232235809,45369,3232235969,445,6,13312,56325,33964.332031,6.240000,718.919983,149.795990,203786,8
3232235809,35357,3232235969,445,6,13312,56325,33964.332031,6.040000,714.440002,147.996002,203786,8
3232235809,35329,3232235969,445,6,13312,56325,33964.332031,5.920000,713.479980,147.744003,203786,8
3232235809,39609,3232235969,445,6,13312,56325,33964.332031,5.940000,709.039978,146.912003,203786,8
3232235809,33747,3232235969,445,6,13312,56325,33964.332031,6.220000,754.039978,158.559998,203786,8
3232235809,36999,3232235969,445,6,13312,56325,33964.332031,6.160000,760.119995,159.279999,203786,8
3232235809,44697,3232235969,445,6,13312,56325,33964.332031,12.200000,762.820007,163.004013,203786,8
3232235809,44529,3232235969,445,6,13312,56325,33964.332031,7.460000,734.940002,157.072006,203786,8
3232235809,39809,3232235969,445,6,13312,56325,33964.332031,6.040000,645.500000,134.692001,203786,8
3232235809,32895,3232235969,445,6,13312,56325,33964.332031,6.440000,680.080017,142.804016,203786,8
3232235809,40373,3232235969,445,6,13312,56325,33964.332031,6.040000,684.820007,142.904007,203786,8
3232235809,36463,3232235969,445,6,13312,56325,33964.332031,5.840000,695.580017,145.388000,203786,8
3232235809,42513,3232235969,445,6,13312,56325,33964.332031,5.760000,708.659973,147.835999,203786,8
3232235809,35199,3232235969,445,6,13312,56325,33964.332031,7.120000,707.340027,149.136002,203786,8
3232235809,4444,3232235969,49193,6,11776,56325,27137.666016,10.900000,14.600000,13.096000,162826,8
677035699,443,3232235971,57188,6,11776,42240,30037.333984,6.220000,27988.080078,5612.743652,180224,10
399826743,80,3232235971,57612,6,11776,64768,28544.833984,6.840000,51.380001,22.448000,171269,8
3232235809,8080,3232235969,49194,6,11776,13312,12373.333008,5.940000,45.380001,21.203999,74240,9
3232235809,8080,3232235969,49195,6,11776,13312,12373.333008,5.760000,32.380001,15.104000,74240,9
3232235809,8080,3232235969,49196,6,11776,13312,12373.333008,5.860000,144.800003,37.908001,74240,9
3232235855,7678,3232235971,57619,6,11776,56325,26923.500000,10.820000,18.719999,13.776000,161541,8
3232235855,7678,3232235971,57620,6,11776,59904,27734.166016,5.880000,19.900000,9.340000,166405,8
3232235777,49152,3232235971,57621,6,1796,59136,18518.000000,0.240000,19.719999,8.084000,111108,9
3232235855,9197,3232235971,57622,6,11776,56325,26667.500000,10.940000,18.180000,12.844000,160005,8
3232235855,9197,3232235971,57623,6,11776,58368,27478.166016,5.780000,12.640000,7.876000,164869,8
3232235855,9197,3232235971,57624,6,11776,56325,25088.833984,5.820000,22.540001,11.388000,150533,8
3232235855,9197,3232235971,57625,6,11776,56325,25088.833984,6.000000,9.800000,7.164000,150533,8
3232235855,9197,3232235971,57626,6,11776,46081,23381.500000,5.800000,11.680000,7.208000,140289,9
3232235855,9197,3232235971,57627,6,11776,44032,22997.666016,5.780000,24.160000,12.288000,137986,9
3232235855,9197,3232235971,57628,6,11776,56325,20310.333984,10.860000,14.540000,11.868000,121862,8
3232235855,9197,3232235971,57629,6,11776,45057,19456.333984,6.580000,10.020000,8.944000,116738,9
3232235855,7678,3232235971,57630,6,11776,56325,26923.500000,5.840000,100.360001,28.712000,161541,8
3232235855,7678,3232235971,57631,6,11776,59904,27734.166016,5.740000,54.980000,20.920000,166405,8
3232235855,9197,3232235971,57632,6,11776,63232,28288.833984,5.920000,78.300003,27.608000,169733,8
3232235855,9197,3232235971,57633,6,11776,61952,28075.500000,5.640000,7.060000,6.336000,168453,8
3232235969,49197,3232235971,5357,6,1281,13312,8790.000000,5.880000,13.920000,10.724000,52740,9
3232235855,9197,3232235971,57634,6,11776,56325,26667.500000,5.880000,11.400000,7.640000,160005,8
3232235855,9197,3232235971,57635,6,11776,58368,27478.166016,5.860000,11.720000,7.728000,164869,8
3232235855,9197,3232235971,57636,6,11776,56325,25088.833984,7.980000,14.660000,10.368001,150533,8
3232235855,9197,3232235971,57637,6,11776,56325,25088.833984,5.800000,25.459999,10.724000,150533,8
3232235855,9197,3232235971,57638,6,11776,46081,23381.500000,5.800000,24.320000,10.936000,140289,9
3232235855,9197,3232235971,57639,6,11776,44032,22997.666016,10.680000,14.160000,12.432000,137986,9
3232235855,9197,3232235971,57640,6,11776,56325,20310.333984,5.620000,8.360000,6.644000,121862,8
3232235855,9197,3232235971,57641,6,11776,45057,19456.333984,5.880000,7.520000,6.376000,116738,9
3232235855,9197,3232235971,57642,6,11776,63232,28288.833984,5.600000,6.920000,6.228000,169733,8
3232235855,9197,3232235971,57643,6,11776,61952,28075.500000,8.320000,14.040000,11.740000,168453,8
3232235777,41952,3232235971,57644,6,11776,56832,20181.333984,5.720000,6.180000,5.908000,121088,9
3232235777,41952,3232235971,57645,6,11776,56832,20181.333984,5.960000,12.760000,9.984000,121088,9
3232235777,41952,3232235971,57646,6,2561,14080,11136.166992,5.800000,35.220001,17.695999,66817,9
3232235777,41952,3232235971,57647,6,2561,14080,11136.166992,5.780000,78.059998,26.304001,66817,9
3223513630,43,3232235956,34874,6,13312,40965,19072.833984,5.820000,98.260002,31.668001,114437,9
3223513630,43,3232235956,34876,6,13312,40965,19072.833984,5.920000,86.559998,36.080002,114437,9
3223203102,43,3232235956,36934,6,13312,40965,19072.833984,5.920000,332.000000,86.200005,114437,9
3232235956,41878,3339670659,43,6,13312,35589,18347.500000,5.960000,714.559998,178.564011,110085,8
3232235956,41876,3339670659,43,6,13312,35589,21803.500000,5.960000,789.340027,198.300003,130821,9
3232235956,57482,3589861929,43,6,13312,56325,21888.833984,5.880000,1060.260010,269.368011,131333,8
1081871893,43,3232235956,38090,6,10240,15360,12757.333008,5.840000,653.760010,196.112000,76544,9
1081871893,43,3232235956,38094,6,10240,15360,12757.333008,7.080000,529.119995,135.484009,76544,9
1081871893,43,3232235956,38098,6,10240,15360,12757.333008,5.960000,284.579987,90.072006,76544,9
1081871893,43,3232235956,38096,6,10240,15360,12757.333008,6.800000,324.299988,97.520004,76544,9
3223513630,43,3232235956,34916,6,13312,40965,19072.833984,7.700000,77.139999,24.780001,114437,9
3223203102,43,3232235956,36958,6,13312,40965,19072.833984,0.080000,149.279999,47.484001,114437,9
1081871893,43,3232235956,38092,6,10240,35845,16768.833984,5.780000,584.960022,278.332001,100613,8
3221233723,43,3232235956,37122,6,13312,21506,16128.333008,5.980000,191.940002,61.416004,96770,9
1081871893,43,3232235956,38184,6,10240,15360,12757.333008,0.100000,267.339996,75.964005,76544,9
1081871893,43,3232235956,38182,6,10240,15360,12501.333008,6.080000,306.480011,84.984001,75008,10
3221233723,43,3232235956,37152,6,8194,17920,13909.666992,6.300000,93.540001,29.888000,83458,9
3232235956,42020,3339670659,43,6,13312,35589,18347.500000,5.960000,172.479996,57.724003,110085,8
3221233723,43,3232235956,37190,6,13312,21506,16128.333008,6.000000,166.380005,57.652004,96770,9
1081871893,43,3232235956,38272,6,10240,15360,12757.333008,5.740000,101.519997,37.183998,76544,9
3221233723,43,3232235956,37218,6,7682,17664,13781.666992,6.460000,59.380001,21.931999,82690,9
3221233723,43,3232235956,37226,6,7682,17664,13781.666992,5.940000,36.020000,19.115999,82690,9
3232235956,42086,3339670659,43,6,13312,35589,18347.500000,7.160000,67.120003,29.736000,110085,8
1081871893,43,3232235956,38338,6,10240,35845,16768.833984,7.060000,108.300003,41.576000,100613,8
3221233723,43,3232235956,37302,6,13312,21506,16128.333008,5.880000,24.160000,12.184000,96770,9
2899909034,443,3232235966,37794,6,13312,53248,23808.333984,5.860000,6.440000,6.080000,142850,9
584349671,443,3232235966,49274,6,13312,56325,21377.166016,6.660000,8.140000,7.104000,128263,8
3221233723,43,3232235956,37364,6,8194,17920,13909.666992,5.800000,32.939999,14.824000,83458,9
3221233723,43,3232235956,37368,6,8194,17920,13909.666992,5.900000,35.540001,13.220000,83458,9
3221233723,43,3232235956,37386,6,8194,17920,13909.666992,10.620000,60.820000,25.236002,83458,9
3232235969,49198,3232235971,5357,6,1281,13312,8790.000000,5.800000,6.640000,6.108000,52740,9
3232235855,7678,3232235971,57655,6,11776,56325,26923.500000,10.260000,15.380000,13.068000,161541,8
3232235855,7678,3232235971,57656,6,11776,59904,27734.166016,5.780000,12.320000,8.200000,166405,8
3232235855,9197,3232235971,57657,6,11776,56325,26667.500000,5.780000,10.060000,6.720000,160005,8
3232235855,9197,3232235971,57658,6,11776,58368,27478.166016,6.040000,11.700000,8.480000,164869,8
3232235855,9197,3232235971,57659,6,11776,56325,25088.833984,5.800000,11.820000,7.308000,150533,8
3232235855,9197,3232235971,57660,6,11776,56325,25088.833984,7.580000,20.360001,12.412000,150533,8
3232235855,9197,3232235971,57661,6,11776,46081,23381.500000,9.940000,24.840000,13.808000,140289,9
3232235855,9197,3232235971,57662,6,11776,44032,22997.666016,5.860000,25.459999,10.220000,137986,9
3232235855,9197,3232235971,57663,6,11776,56325,20310.333984,5.780000,7.000000,6.164000,121862,8
3232235855,9197,3232235971,57664,6,11776,45057,19456.333984,5.840000,11.680000,7.456000,116738,9
3232235855,9197,3232235971,57665,6,11776,56325,26667.500000,6.100000,49.740002,23.327999,160005,8
3232235855,9197,3232235971,57666,6,11776,58368,27478.166016,9.360000,128.399994,58.223999,164869,8
3232235855,7678,3232235971,57667,6,11776,56325,26923.500000,11.300000,122.120003,50.840004,161541,8
3232235855,9197,3232235971,57668,6,11776,63232,28288.833984,8.600000,96.900002,40.171997,169733,8
3232235855,9197,3232235971,57669,6,11776,56325,25088.833984,14.880000,177.500000,68.332001,150533,8
3232235855,7678,3232235971,57670,6,11776,59904,27734.166016,20.080000,178.399994,79.475998,166405,8
3232235855,9197,3232235971,57671,6,11776,61952,28075.500000,9.660000,116.699997,42.723999,168453,8
3232235855,9197,3232235971,57672,6,11776,56325,25088.833984,6.040000,119.459999,39.691998,150533,8
3232235855,9197,3232235971,57673,6,11776,46081,23381.500000,5.940000,18.580000,8.672000,140289,9
3232235855,9197,3232235971,57674,6,11776,44032,22997.666016,5.820000,17.020000,8.668000,137986,9
3232235855,9197,3232235971,57675,6,11776,56325,20310.333984,8.640000,14.420000,10.844000,121862,8
3232235855,9197,3232235971,57676,6,11776,45057,19456.333984,9.660000,24.639999,13.848000,116738,9
3232235855,9197,3232235971,57677,6,11776,63232,28288.833984,6.200000,23.480000,12.616000,169733,8
3232235855,9197,3232235971,57678,6,11776,61952,28075.500000,6.760000,18.160000,11.040000,168453,8
3232235777,49152,3232235971,57679,6,1796,59136,18518.000000,0.320000,39.540001,12.032000,111108,9
3232235777,41952,3232235971,57680,6,11776,56832,20181.333984,6.140000,15.120000,8.756000,121088,9
3232235777,41952,3232235971,57681,6,2561,14080,11136.166992,8.740000,13.420000,11.100000,66817,9
3232235777,41952,3232235971,57682,6,11776,56832,20181.333984,5.780000,12.180000,8.504000,121088,9
3232235777,41952,3232235971,57683,6,2561,24581,12886.333008,5.860000,8.980000,7.256000,77318,8
3223513630,43,3232235956,35384,6,13312,40965,19158.166016,6.100000,37.160000,18.120001,114949,9
3223513630,43,3232235956,35382,6,13312,40965,19158.166016,5.820000,52.200001,25.003998,114949,9
1888269457,43,3232235956,56274,6,13312,20992,16000.000000,7.280000,81.059998,32.071999,96000,9
1888269457,43,3232235956,56276,6,13312,20992,16000.000000,8.820000,141.320007,44.175999,96000,9
3221233723,43,3232235956,37534,6,13312,34562,18219.000000,7.260000,331.440002,123.620003,109314,9
3221233723,43,3232235956,37560,6,13312,34562,18219.000000,5.920000,127.540001,45.824001,109314,9
3221233723,43,3232235956,37558,6,13312,29186,17408.333984,5.920000,165.399994,55.888000,104450,9
3221233723,43,3232235956,37564,6,13312,34562,18219.000000,5.860000,110.019997,45.980000,109314,9
3221233723,43,3232235956,37576,6,13312,34562,18219.000000,9.220000,201.240005,72.500000,109314,9
3221233723,43,3232235956,37596,6,13312,29186,17408.333984,7.180000,153.259995,63.007999,104450,9
3221233723,43,3232235956,37606,6,13312,29186,17408.333984,8.000000,159.679993,67.232002,104450,9
3221233723,43,3232235956,37608,6,13312,29186,17408.333984,7.080000,168.679993,70.284004,104450,9
3221233723,43,3232235956,37612,6,13312,29186,17408.333984,5.980000,159.300003,50.200001,104450,9
3221233723,43,3232235956,37616,6,13312,29186,17408.333984,6.420000,131.020004,51.556000,104450,9
3221233723,43,3232235956,37620,6,13312,34562,18219.000000,6.560000,85.620003,26.716002,109314,9
3232235855,7678,3232235971,57689,6,11776,56325,26923.500000,10.160000,12.480000,11.520000,161541,8
3232235855,7678,3232235971,57690,6,11776,59904,27734.166016,9.340000,25.879999,14.396000,166405,8
3232235855,9197,3232235971,57691,6,11776,56325,26667.500000,5.920000,7.580000,6.580000,160005,8
3232235855,9197,3232235971,57692,6,11776,58368,27478.166016,5.880000,10.200000,7.104000,164869,8
3232235855,9197,3232235971,57693,6,11776,56325,25088.833984,6.340000,10.660000,7.344000,150533,8
3232235855,9197,3232235971,57694,6,11776,56325,25088.833984,5.660000,19.980000,8.944000,150533,8
3232235855,9197,3232235971,57695,6,11776,46081,23381.500000,9.180000,13.440000,10.936000,140289,9
3232235855,9197,3232235971,57696,6,11776,44032,22997.666016,11.640000,18.120001,14.056000,137986,9
3232235855,9197,3232235971,57697,6,11776,56325,20310.333984,8.540000,14.980000,12.004000,121862,8
3232235855,9197,3232235971,57698,6,11776,45057,19456.333984,5.780000,8.040000,6.784000,116738,9
3232235855,9197,3232235971,57699,6,11776,63232,28288.833984,5.780000,7.720000,6.524000,169733,8
3232235855,9197,3232235971,57700,6,11776,61952,28075.500000,8.800000,15.920000,11.252000,168453,8
3232235855,7678,3232235971,57702,6,11776,56325,26923.500000,5.080000,10.640000,6.800000,161541,8
3232235777,41952,3232235971,57703,6,11776,56832,20181.333984,0.600000,30.700001,11.540000,121088,9
3232235855,7678,3232235971,57704,6,11776,59904,27734.166016,6.280000,32.880001,17.740000,166405,8
3232235855,9197,3232235971,57705,6,11776,56325,26667.500000,7.800000,13.320000,9.912000,160005,8
3232235855,9197,3232235971,57706,6,11776,58368,27478.166016,12.500000,24.680000,16.219999,164869,8
3232235855,9197,3232235971,57707,6,11776,56325,25088.833984,6.060000,7.200000,6.628000,150533,8
3232235855,9197,3232235971,57708,6,11776,56325,25088.833984,5.940000,14.780000,9.148000,150533,8
3232235855,9197,3232235971,57709,6,11776,46081,23381.500000,5.840000,12.060000,7.296000,140289,9
3232235855,9197,3232235971,57710,6,11776,44032,22997.666016,6.460000,24.180000,11.900000,137986,9
3232235855,9197,3232235971,57711,6,11776,56325,20310.333984,8.980000,13.880000,12.188000,121862,8
3232235855,9197,3232235971,57712,6,11776,45057,19456.333984,9.480000,25.760000,14.224000,116738,9
3232235855,9197,3232235971,57713,6,11776,63232,28288.833984,6.720000,13.980000,8.372000,169733,8
3232235855,9197,3232235971,57714,6,11776,61952,28075.500000,5.660000,18.340000,10.036000,168453,8
3232235777,41952,3232235971,57715,6,11776,56832,20181.333984,6.000000,33.240002,12.760000,121088,9
3232235777,41952,3232235971,57716,6,2561,14080,11136.166992,5.820000,52.759998,16.556000,66817,9
3232235777,49152,3232235971,57717,6,1796,59136,18518.000000,5.720000,6.820000,6.132000,111108,9
3232235777,41952,3232235971,57718,6,2561,14080,11136.166992,5.840000,6.340000,6.052000,66817,9
879926836,443,3232235971,57719,6,11776,64512,35927.000000,5.760000,33.040001,14.804000,215562,8
3232235855,7678,3232235971,57725,6,11776,56325,26923.500000,5.760000,7.160000,6.200000,161541,8
3232235855,7678,3232235971,57726,6,11776,59904,27734.166016,5.760000,23.520000,11.140000,166405,8
3232235777,41952,3232235971,57727,6,11776,56832,20181.333984,10.080000,14.020000,11.376000,121088,9
3232235855,9197,3232235971,57728,6,11776,56325,26667.500000,6.960000,30.700001,12.316000,160005,8
3232235855,9197,3232235971,57729,6,11776,58368,27478.166016,5.680000,27.440001,11.248000,164869,8
3232235855,9197,3232235971,57730,6,11776,56325,25088.833984,8.820000,16.200001,12.120000,150533,8
3232235855,9197,3232235971,57731,6,11776,56325,25088.833984,6.260000,27.760000,12.464000,150533,8
3232235855,9197,3232235971,57732,6,11776,46081,23381.500000,5.740000,7.980000,6.776000,140289,9
3232235855,9197,3232235971,57733,6,11776,44032,22997.666016,11.720000,24.780001,17.048000,137986,9
3232235855,9197,3232235971,57734,6,11776,56325,20310.333984,11.120000,30.100000,15.712000,121862,8
3232235855,9197,3232235971,57735,6,11776,45057,19456.333984,5.720000,8.460000,6.676000,116738,9
