src_ip_u32,src_port,dst_ip_u32,dst_port,proto,len_min,len_max,mean_len,iat_min_us,iat_max_us,mean_iat_us,total_len,flag_bits_sum
580845018,80,3232270764,42346,6,13312,16128,14921.142578,294170.968750,51466616.000000,25868264.000000,104448,11
580845018,4070,3232270639,42797,6,13312,16128,14921.142578,454370.687500,50903968.000000,25612362.000000,104448,11
3232270778,44832,59626503,443,6,13312,25344,15030.857422,4208.979980,103272792.000000,28034582.000000,105216,8
59626503,443,3232270778,44832,6,6146,47104,23844.857422,249574.546875,104671944.000000,28341376.000000,166914,11
580845018,80,3232270842,40186,6,13312,16128,14921.142578,265519.031250,51766832.000000,25992312.000000,104448,11
597794358,8883,3232270668,36086,6,13312,49152,18724.572266,2550.879883,2584106.500000,636351.687500,131072,8
3232270668,36086,597794358,8883,6,13312,56325,23808.714844,321.940002,2208041.500000,730198.562500,166661,11
51126726,1883,3232270752,61546,6,11776,27904,16384.000000,1032995.437500,57374168.000000,25340454.000000,114688,12
3232270752,61546,51126726,1883,6,11776,11776,11776.000000,322.940002,57181688.000000,25339772.000000,82432,10
794310803,50920,3232270682,32987,6,11776,20224,16603.427734,11232.040039,101966128.000000,17303220.000000,116224,11
3232270682,32987,794310803,50920,6,11776,20224,16603.427734,332.359985,100565224.000000,17688266.000000,116224,11
3277337188,22,3232270633,43102,6,13312,25600,22089.142578,2490.639893,51327252.000000,34100040.000000,154624,12
3232270678,41156,873413825,443,6,13312,25344,15030.857422,3087.620117,88285328.000000,29067314.000000,105216,8
873413825,443,3232270678,41156,6,6146,47104,22967.142578,232711.765625,88536688.000000,29045984.000000,160770,11
874418549,443,3232270767,38614,6,2305,15360,12032.142578,331.880005,796797.437500,341920.843750,84225,8
2915483751,4431,3232270845,49708,6,13312,45568,18395.714844,310.279999,288241.531250,119518.382812,128770,11
910828310,443,3232270767,56371,6,13312,46336,22930.285156,2791.379883,645485.812500,353372.468750,160512,9
3232270767,56371,910828310,443,6,5633,57600,18724.857422,3232.679932,934724.062500,434271.468750,131074,11
3232270639,42797,580845018,4070,6,13312,16128,14921.142578,335.540009,51424160.000000,34136140.000000,104448,11
1834981442,443,3232270633,48041,6,13312,15360,13970.857422,306.459991,6017418.000000,1289507.625000,97796,9
232899335,443,3232270678,57404,6,10753,15360,13239.000000,244.580002,771641.750000,192446.562500,92673,8
3232270678,57404,232899335,443,6,13312,51205,21176.427734,304.839996,876396.125000,192173.234375,148235,10
886689465,80,3232270740,46640,6,11776,41472,16749.714844,382.519989,451366.375000,164489.468750,117248,9
1834981442,443,3232270633,48043,6,13312,15360,14372.857422,323.500000,10099831.000000,2749395.500000,100610,8
3232270675,57324,580845018,443,6,16128,16128,16128.000000,11606116.000000,51869096.000000,43101724.000000,112896,14
3232270710,36598,65965060,443,6,13312,29952,18102.857422,16.480000,146326352.000000,24462890.000000,126720,10
872800835,443,3232270710,45162,6,13312,47364,23260.285156,12614.440430,826568.625000,249623.250000,162822,10
232899432,443,3232270778,33982,6,10753,15360,13239.000000,299.220001,1617645.875000,340140.156250,92673,8
3232270778,33982,232899432,443,6,13312,56064,21577.142578,297.859985,1773861.500000,339487.937500,151040,10
3232270842,40186,580845018,80,6,16128,16128,16128.000000,5454819.000000,52216240.000000,43352400.000000,112896,14
3232270631,40046,805179052,443,6,11776,45060,31380.714844,4451.359863,427539.312500,81871.476562,219665,9
805179052,443,3232270631,40046,6,11776,29696,14848.000000,334.200012,548028.187500,170616.765625,103936,8
886274415,443,3232270767,51254,6,13312,65026,31195.714844,98940.640625,721898.562500,515216.843750,218370,11
3232270767,51254,886274415,443,6,13312,58880,25673.142578,333.239990,1068303.750000,495516.031250,179712,11
3232270767,38617,874418549,443,6,13312,52224,22820.857422,333.380005,1171500.000000,561608.562500,159746,11
874418549,443,3232270767,38617,6,2305,31747,16530.857422,99490.257812,1343272.500000,671444.937500,115716,10
3232270727,61196,336113068,25050,6,11776,22528,14628.571289,302.260010,155111824.000000,43721324.000000,102400,10
336113068,25050,3232270727,61196,6,11776,19456,15067.428711,621915.250000,155066688.000000,43818876.000000,105472,11
3232270764,42346,580845018,80,6,16128,16128,16128.000000,51541036.000000,52013948.000000,51744100.000000,112896,14
3232270650,55443,3232270675,44816,6,2307,13312,8595.571289,11751.980469,151786688.000000,50571812.000000,60169,10
3232270650,55443,3232270764,55356,6,2307,13312,8595.571289,10317.219727,151849648.000000,50574224.000000,60169,10
3232270764,40208,64590809,443,6,13312,33280,21211.427734,333.279999,151513472.000000,50564124.000000,148480,11
3232270767,46091,918297587,443,6,13312,13312,13312.000000,34495208.000000,81939064.000000,57402256.000000,93184,7
918297587,443,3232270767,46091,6,13312,13312,13312.000000,34046960.000000,82398624.000000,57403532.000000,93184,7
1834981542,443,3232270633,56583,6,12033,15360,14299.571289,4466.160156,20139232.000000,6096388.500000,100097,8
874418549,443,3232270767,38618,6,2305,52483,19493.142578,57180.578125,803729.250000,571931.625000,136452,10
3232270767,38618,874418549,443,6,13312,52224,19163.427734,328.600006,1123953.250000,558976.250000,134144,10
911034500,443,3232270767,42710,6,13312,46336,22930.285156,1399.479980,745064.375000,372625.625000,160512,9
3232270767,42710,911034500,443,6,5633,57600,18724.857422,3175.179932,906451.437500,451647.062500,131074,11
3232270845,49708,2915483751,4431,6,3331,26368,14043.857422,6291.140137,76110688.000000,25515456.000000,98307,11
3232270670,48765,753364417,443,6,13312,13312,13312.000000,14070364.000000,99919568.000000,56953092.000000,93184,7
753364417,443,3232270670,48765,6,13312,13312,13312.000000,13514564.000000,100479848.000000,56953888.000000,93184,7
65965060,443,3232270710,36598,6,13312,28928,21394.285156,227325.640625,145848016.000000,46589772.000000,149760,12
3232270650,55443,3232270675,44804,6,2307,13312,8595.571289,10651.059570,151576528.000000,50565236.000000,60169,10
3232270650,55443,3232270764,55360,6,2307,13312,8595.571289,11163.400391,151626320.000000,50562008.000000,60169,10
232899692,443,3232270764,36472,6,13312,58624,20077.714844,300.980011,381909.656250,112182.507812,140544,8
3232270764,36472,232899692,443,6,13312,57088,32549.857422,319.839996,436352.937500,92383.421875,227849,11
316060678,443,3232270842,35620,6,13312,58369,20041.285156,303.239990,278061.750000,76940.289062,140289,8
3232270842,35620,316060678,443,6,13312,50693,26624.857422,300.239990,360801.625000,89021.640625,186374,12
3232270633,56583,1834981542,443,6,7681,56325,19383.857422,99037.679688,63126600.000000,10988991.000000,135687,10
873946092,443,3232270678,45090,6,13312,31745,16237.857422,300.480011,281437.156250,81483.289062,113665,8
3232270678,45090,873946092,443,6,1537,37888,18615.714844,298.239990,232506.187500,70734.703125,130310,12
3232270650,55443,3232270675,44796,6,2307,13312,8595.571289,15049.679688,151763136.000000,50602472.000000,60169,10
3232270650,55443,3232270764,55352,6,2307,13312,8595.571289,29298.919922,151239392.000000,50608320.000000,60169,10
3232270845,49700,2915483751,4431,6,13312,13312,13312.000000,252975.953125,77041280.000000,63246356.000000,93184,7
2915483751,4431,3232270845,49700,6,13312,21248,14445.713867,32066.599609,77505552.000000,63248968.000000,101120,9
3232270799,56513,2902291388,5228,6,13312,20224,15286.857422,60658.558594,151727600.000000,50652648.000000,107008,9
3232270675,44816,3232270650,55443,6,49152,51968,50761.144531,14308.839844,152420160.000000,75814464.000000,355328,14
3232270764,55356,3232270650,55443,6,49152,51968,50761.144531,10838.940430,152442208.000000,75815888.000000,355328,14
751878712,443,3232270779,52343,6,9985,45568,17737.285156,6139.700195,472935.875000,189397.781250,124161,9
3232270779,52343,751878712,443,6,4609,26368,15360.142578,27421.539062,645090.250000,290045.843750,107521,11
584192947,8886,3232270728,40540,6,11776,56576,29184.000000,830784.250000,268774080.000000,56391816.000000,204288,11
64590809,443,3232270764,40208,6,9729,25088,19529.285156,1288.099976,151867216.000000,75860696.000000,136705,12
2915483751,4431,3232270845,49724,6,13312,45568,18395.714844,830.539978,292261.468750,119378.312500,128770,11
232899335,443,3232270678,57408,6,10753,15360,13239.000000,307.040009,1381099.625000,283820.093750,92673,8
3232270678,57408,232899335,443,6,13312,51205,21176.427734,304.519989,1474132.500000,288240.375000,148235,10
3232270764,55360,3232270650,55443,6,49152,51968,50761.144531,10596.900391,151886016.000000,75839128.000000,355328,14
3232270675,44804,3232270650,55443,6,49152,51968,50761.144531,17858.859375,151961552.000000,75862416.000000,355328,14
65054323,443,3232270675,46804,6,13312,26368,15652.857422,301.559998,708174.187500,165208.953125,109570,9
3232270675,46804,65054323,443,6,13312,40704,21028.572266,11.900000,415637.343750,144912.546875,147200,12
3232270842,52274,598689638,443,6,13312,25088,20041.142578,156815.062500,151659968.000000,75837024.000000,140288,11
1834981442,443,3232270633,48112,6,13312,15360,14372.857422,332.559998,10093516.000000,2739059.250000,100610,8
874756064,8443,3232270819,51849,6,13312,45568,18395.714844,2462.139893,755845.625000,356675.656250,128770,9
3232270819,51849,874756064,8443,6,13312,40193,19309.857422,337.200012,1285869.750000,636542.875000,135169,11
3232270710,45162,872800835,443,6,13312,52992,22272.000000,329.619995,303572960.000000,50752424.000000,155904,12
3232270675,56206,598689638,443,6,13312,25088,20041.142578,203517.703125,151723664.000000,75856296.000000,140288,11
232899427,443,3232270778,33136,6,10753,15360,13239.000000,299.920013,939339.187500,223482.734375,92673,8
3232270778,33136,232899427,443,6,13312,56064,25125.285156,306.239990,1100434.125000,223034.625000,175877,9
3232270675,44796,3232270650,55443,6,49152,51968,50761.144531,16941.960938,151822176.000000,75842104.000000,355328,14
3232270764,55352,3232270650,55443,6,49152,51968,50761.144531,10432.400391,151809568.000000,75842768.000000,355328,14
2902291388,5228,3232270799,56513,6,20224,22784,21321.142578,306441.625000,151742784.000000,75964080.000000,149248,14
3232270658,49153,3232270650,52350,6,13312,38912,17261.714844,310.500000,163462.046875,32769.136719,120832,8
3232270845,1725,3232270650,33084,6,13312,36608,16932.572266,306.079987,34304.558594,9753.663086,118528,8
3232270845,1243,3232270650,56902,6,13312,36608,17371.427734,326.779999,111966.820312,26001.638672,121600,9
3232270650,56902,3232270845,1243,6,13312,56320,23004.142578,302.679993,177978.218750,52526.609375,161029,12
3232270639,49152,3232270650,59600,6,13312,40448,17627.427734,302.940002,359191.468750,65742.046875,123392,9
3232270740,1400,3232270650,43050,6,13312,43264,17883.427734,1043.880005,59184.039062,17851.894531,125184,8
3232270650,59600,3232270639,49152,6,6401,56325,23078.427734,324.700012,350553.687500,69676.882812,161549,13
583860548,443,3232270779,41760,6,13312,29184,21467.427734,157947.078125,279420704.000000,93342664.000000,150272,12
3232270779,41760,583860548,443,6,13312,28672,17700.572266,2436.520020,279834400.000000,93341064.000000,123904,9
2398824739,80,3232270653,43254,6,13312,29441,20224.427734,191636.906250,228903072.000000,101263328.000000,141571,10
886327988,443,3232270767,41740,6,13312,63744,20809.142578,2483.879883,673322.500000,282186.031250,145664,8
886283103,443,3232270767,53574,6,2305,15360,12032.142578,332.920013,712992.250000,294543.687500,84225,8
3232270631,40048,805179052,443,6,11776,45060,31380.714844,4004.560059,436127.406250,83584.515625,219665,9
873952238,443,3232270637,49994,6,11776,18176,13604.571289,1383532.625000,154715040.000000,100971264.000000,95232,9
805179052,443,3232270631,40048,6,11776,29696,14848.000000,333.779999,552266.375000,172344.765625,103936,8
3232270767,53574,886283103,443,6,13312,30210,19127.142578,337.320007,1177402.000000,576279.937500,133890,12
886283103,443,3232270767,53575,6,2305,52483,19493.142578,22876.480469,827005.312500,556102.500000,136452,10
3232270767,53575,886283103,443,6,13312,52224,20406.857422,328.399994,1170501.000000,549991.937500,142848,11
873477259,443,3232270767,51260,6,13312,46336,22930.285156,332.420013,667804.437500,352595.375000,160512,9
3232270767,51260,873477259,443,6,5633,57600,18724.857422,303.859985,880365.375000,469902.093750,131074,11
3232270845,49724,2915483751,4431,6,13312,26368,15469.713867,231468.296875,77484592.000000,38475416.000000,108288,10
597794358,8883,3232270668,36087,6,13312,49152,18724.572266,2724.639893,3621749.250000,997090.437500,131072,8
3232270668,36087,597794358,8883,6,13312,37888,20443.572266,295.859985,4633058.000000,1141330.875000,143105,11
751878712,443,3232270779,52344,6,9985,45568,17737.285156,7056.600098,535485.000000,208943.328125,124161,9
3232270779,52344,751878712,443,6,4609,26368,15360.142578,27804.759766,819732.687500,312226.375000,107521,11
578096573,443,3232270746,46686,6,11776,18432,13677.713867,259019.765625,154259296.000000,126505928.000000,95744,9
3232270746,46686,578096573,443,6,11776,17408,12580.571289,102177.718750,154387904.000000,126510272.000000,88064,8
2915483751,4431,3232270845,49732,6,13312,45568,18395.714844,304.299988,257993.859375,114255.375000,128770,11
587077003,443,3232270842,37544,6,13312,59137,20151.000000,12.580000,632252.500000,197203.640625,141057,8
3232270842,37544,587077003,443,6,13312,63234,28270.142578,300.920013,855029.875000,232916.406250,197891,12
1834981442,443,3232270633,48181,6,13312,15360,13970.857422,302.660004,5963056.500000,1274813.625000,97796,9
3232270678,57410,232899335,443,6,13312,56064,33136.000000,5972.500000,1586852.875000,516182.750000,231952,11
232899335,443,3232270678,57410,6,10753,15360,12873.428711,296.220001,1488897.875000,548677.625000,90114,9
2919234123,232,3232270723,39120,6,11776,23552,16822.857422,326.700012,299052352.000000,99850024.000000,117760,10
3232270778,39798,232899382,443,6,13312,56064,33136.000000,5136.520020,1254044.250000,495771.625000,231952,10
232899382,443,3232270778,39798,6,10753,15360,12873.428711,298.940002,1261050.000000,516125.375000,90114,9
1834981542,443,3232270633,56722,6,12033,15360,14007.000000,329.500000,10119537.000000,2755893.750000,98049,8
232899692,443,3232270675,58988,6,13312,58624,20077.714844,333.959991,216424.406250,55531.230469,140544,8
3232270675,58988,232899692,443,6,13312,57088,32549.857422,318.040009,208886.734375,54177.625000,227849,12
865177372,443,3232270627,58828,6,13312,45568,19492.714844,341.820007,801926.750000,282652.062500,136449,9
3232270627,58828,865177372,443,6,13312,62469,29221.857422,313.179993,1160391.250000,447858.000000,204553,11
3232270653,43254,2398824739,80,6,13312,45824,31890.285156,74023272.000000,229992832.000000,151931984.000000,223232,11
232899692,443,3232270842,35874,6,769,15360,11812.713867,311.940002,208172.703125,52466.531250,82689,8
3232270842,35874,232899692,443,6,13312,51205,28015.000000,330.720001,184468.718750,49411.695312,196105,12
2915222222,443,3232270746,40326,6,11776,11776,11776.000000,151898080.000000,155523952.000000,152781216.000000,82432,7
3232270746,40326,2915222222,443,6,11776,11776,11776.000000,151896432.000000,155345552.000000,152780528.000000,82432,7
3232270637,49994,873952238,443,6,11776,18176,13604.571289,147770992.000000,154714976.000000,152076432.000000,95232,9
1679138039,8886,3232270674,51675,6,11776,27904,20992.000000,1632066.375000,304807744.000000,153164864.000000,146944,11
598689638,443,3232270842,52274,6,25088,25088,25088.000000,150394384.000000,153093792.000000,151809584.000000,175616,14
597822746,8886,3232270691,51555,6,11776,27904,20992.000000,1596320.125000,308248128.000000,154858960.000000,146944,11
875292917,8886,3232270623,40622,6,11776,27904,20992.000000,664951.312500,303939520.000000,152166208.000000,146944,11
873251920,8886,3232270759,51581,6,11776,27904,20992.000000,1566848.750000,305112192.000000,153181936.000000,146944,11
598689638,443,3232270675,56206,6,25088,25088,25088.000000,151570880.000000,152197152.000000,151844288.000000,175616,14
875912337,443,3232270724,59440,6,13312,63744,42130.285156,448005.625000,278055552.000000,139235376.000000,294912,11
3232270633,56722,1834981542,443,6,7681,56325,19383.857422,77328.179688,83237600.000000,14340430.000000,135687,10
873251920,8886,3232270784,51770,6,11776,27904,20992.000000,588297.750000,303906112.000000,152104128.000000,146944,11
3232270631,40050,805179052,443,6,11776,45060,31380.714844,3686.939941,437626.000000,83668.156250,219665,9
805179052,443,3232270631,40050,6,11776,29696,14848.000000,335.619995,555660.000000,172701.187500,103936,8
597822746,8886,3232270662,61373,6,11776,27904,20992.000000,496202.718750,303719104.000000,152212480.000000,146944,11
3232270845,49732,2915483751,4431,6,13312,26368,15469.713867,335429.125000,76458776.000000,38270476.000000,108288,10
584192947,8886,3232270743,43058,6,11776,27904,20992.000000,661738.500000,303046560.000000,151839664.000000,146944,11
753648327,8886,3232270595,439,6,11776,27904,20992.000000,1538658.250000,302192192.000000,151847024.000000,146944,11
872450075,443,3232270842,53291,6,13312,21760,18578.285156,332.899994,460471392.000000,153532304.000000,130048,11
597822746,8886,3232270614,17401,6,11776,27904,20992.000000,930215.750000,302830176.000000,151850080.000000,146944,11
584301826,8886,3232270660,40100,6,11776,27904,20992.000000,1502189.625000,302223520.000000,151850240.000000,146944,11
597822746,8886,3232270671,10123,6,11776,27904,20992.000000,1483206.875000,302226016.000000,151845424.000000,146944,11
584301826,8886,3232270731,20534,6,11776,27904,20992.000000,1481209.750000,302290816.000000,151849952.000000,146944,11
1679086845,8886,3232270599,19098,6,11776,27904,20992.000000,551466.312500,303226400.000000,151852480.000000,146944,11
3232270728,40540,584192947,8886,6,27904,27904,27904.000000,33706768.000000,270510464.000000,152139120.000000,195328,14
753648327,8886,3232270751,39120,6,11776,27904,18688.000000,1030321.750000,303951712.000000,152080704.000000,130816,10
2902277820,5228,3232270653,37850,6,13312,20224,15286.857422,435809.875000,239368880.000000,164082512.000000,107008,9
3232270653,37850,2902277820,5228,6,13312,20224,14299.428711,14207.059570,239239504.000000,164066672.000000,100096,8
875292917,8886,3232270768,51438,6,11776,27904,20992.000000,471705.281250,305351936.000000,153240848.000000,146944,11
597822746,8886,3232270654,9435,6,11776,27904,20992.000000,530108.875000,303419744.000000,151914544.000000,146944,11
886489105,443,3232270767,58910,6,2305,15360,12032.142578,317.079987,648829.250000,374609.312500,84225,8
886327988,443,3232270767,41744,6,13312,65026,31195.714844,34749.218750,772721.750000,561286.312500,218370,11
3232270767,41744,886327988,443,6,13312,58880,25673.142578,337.859985,1171997.000000,541626.250000,179712,11
3232270767,58910,886489105,443,6,13312,30210,19127.142578,371.059998,1142110.125000,636250.687500,133890,11
584445766,8443,3232270819,43077,6,13312,45568,18395.714844,11889.820312,669725.187500,337266.531250,128770,9
3232270819,43077,584445766,8443,6,13312,40193,19309.857422,334.200012,1435081.000000,748170.750000,135169,11
2915483751,4431,3232270845,49740,6,13312,45568,18395.714844,306.859985,329573.062500,143404.000000,128770,11
1834981442,443,3232270633,48250,6,13312,15360,14080.286133,311.220001,5016823.000000,1102441.875000,98562,8
232899427,443,3232270678,48260,6,10753,15360,13239.000000,312.739990,752908.625000,190141.843750,92673,8
3232270678,48260,232899427,443,6,13312,51205,21176.427734,315.279999,850869.250000,189715.171875,148235,10
751878712,443,3232270779,52345,6,1794,45568,16091.857422,6668.879883,611842.625000,238429.062500,112643,10
3232270779,52345,751878712,443,6,4609,26368,15360.142578,33524.839844,833221.937500,316977.593750,107521,11
886489105,443,3232270767,58911,6,2305,52483,19493.142578,100995.617188,740726.250000,563939.625000,136452,10
3232270767,58911,886489105,443,6,13312,52224,19163.427734,2070.760010,1245177.250000,590948.812500,134144,10
911022970,443,3232270767,49517,6,13312,46336,22930.285156,341.940002,766243.875000,385128.000000,160512,9
3232270767,49517,911022970,443,6,5633,57600,18724.857422,2351.040039,901726.750000,465709.250000,131074,11
918261253,8883,3232270819,43510,6,13312,21248,17846.857422,446677.187500,314646784.000000,157424688.000000,124928,11
232899382,443,3232270778,39800,6,10753,15360,13239.000000,313.579987,817505.000000,189442.578125,92673,8
3232270778,39800,232899382,443,6,13312,51205,21176.427734,27.379999,908334.437500,188047.734375,148235,10
232899692,443,3232270842,35876,6,769,15360,11812.713867,351.700012,210873.234375,53231.839844,82689,8
3232270842,35876,232899692,443,6,13312,51205,28015.000000,337.899994,216107.203125,54762.535156,196105,12
64635508,8883,3232270801,55465,6,11776,27904,20992.000000,1019773.000000,318026816.000000,159500016.000000,146944,11
1834981542,443,3232270633,56791,6,12033,15360,13421.857422,311.420013,710180.187500,325632.437500,93953,8
3232270845,49740,2915483751,4431,6,13312,56325,21614.427734,346.079987,76349608.000000,25561114.000000,151301,10
754039516,443,3232270845,44054,6,13312,57092,24650.000000,339.279999,958338.812500,440663.968750,172550,12
3232270845,44054,754039516,443,6,13312,33795,21504.427734,19800.019531,1405100.500000,573045.062500,150531,13
317271777,443,3232270764,35096,6,13312,63232,20736.000000,301.339996,279227.593750,76057.273438,145152,8
3232270764,35096,317271777,443,6,13312,49668,26332.142578,12.780000,434951.625000,101180.328125,184325,12
3232270768,51551,584749847,443,6,11776,49152,20224.000000,323.260010,2723966.500000,883738.000000,141568,10
584749847,443,3232270768,51551,6,3329,38656,23003.714844,9251.000000,2825223.500000,1252950.375000,161026,12
3232270633,56791,1834981542,443,6,7681,56325,19383.857422,26214.019531,98255224.000000,16863528.000000,135687,10
874446577,443,3232270670,49721,6,13312,63744,20809.142578,302.100006,616375.187500,205069.671875,145664,8
3232270670,49721,874446577,443,6,13312,58880,21979.427734,6726.359863,930988.937500,437910.218750,153856,11
886327988,443,3232270767,41748,6,13312,63744,20809.142578,333.179993,710450.187500,301687.312500,145664,8
3232270767,58914,886489105,443,6,13312,52224,22820.857422,325.500000,1008436.000000,551947.750000,159746,11
886489105,443,3232270767,58914,6,2305,31747,16530.857422,2473.459961,1449566.875000,659083.687500,115716,10
886489105,443,3232270767,58915,6,2305,52483,19493.142578,26490.939453,1542191.875000,712706.375000,136452,10
3232270767,58915,886489105,443,6,13312,52224,19163.427734,304.299988,1635924.125000,708887.125000,134144,10
1059216406,443,3232270767,37446,6,13312,46336,22930.285156,1656.219971,639452.937500,344307.468750,160512,9
3232270767,37446,1059216406,443,6,5633,57600,18724.857422,5039.419922,886351.875000,430795.062500,131074,11
3232270631,40052,805179052,443,6,11776,45060,31380.714844,3464.679932,434076.781250,82741.031250,219665,9
805179052,443,3232270631,40052,6,11776,29696,14848.000000,5029.040039,616005.437500,182508.656250,103936,8
2915483751,4431,3232270845,49772,6,13312,45568,18395.714844,344.540009,251361.812500,113009.218750,128770,11
2902277820,5228,3232270653,37852,6,13312,13312,13312.000000,232959920.000000,233454736.000000,233244832.000000,93184,7
3232270653,37852,2902277820,5228,6,13312,13312,13312.000000,232959024.000000,233454256.000000,233243568.000000,93184,7
578096573,443,3232270845,60502,6,4353,15360,12324.713867,299.399994,489589.750000,123551.695312,86273,10
3232270845,60502,578096573,443,6,13312,49671,23699.572266,11953.179688,254098.625000,163292.734375,165897,12
585168642,80,3232270764,44642,6,13312,13312,13312.000000,1373561.000000,1215004544.000000,206253344.000000,93184,13
1834981442,443,3232270633,48319,6,13312,15360,14080.286133,311.299988,5052501.500000,1144574.000000,98562,8
232899427,443,3232270678,48262,6,10753,15360,13239.000000,301.140015,757546.062500,179842.531250,92673,8
3232270678,48262,232899427,443,6,13312,51205,32003.000000,548.640015,848030.750000,179003.000000,224021,10
3232270723,39120,2919234123,232,6,23552,23552,23552.000000,334.519989,299621376.000000,199534768.000000,164864,14
315773344,443,3232270675,50564,6,13312,21760,18139.427734,158221.640625,460643904.000000,230294144.000000,126976,11
315818515,443,3232270764,36515,6,13312,21760,18139.427734,156034.359375,460544416.000000,230279568.000000,126976,11
232899382,443,3232270778,39802,6,10753,15360,13239.000000,301.679993,1254857.500000,311232.750000,92673,8
3232270778,39802,232899382,443,6,13312,51205,21176.427734,12.200000,1461720.625000,308358.781250,148235,9
585154628,443,3232270779,40293,6,9985,45568,17737.285156,2440.879883,427199.187500,193466.593750,124161,9
751878712,443,3232270779,52347,6,1794,45568,16091.857422,64832.199219,547177.937500,225919.921875,112643,10
3232270779,52347,751878712,443,6,4609,26368,15360.142578,28171.839844,734626.500000,317770.625000,107521,11
3232270842,53291,872450075,443,6,13312,21248,19419.427734,5774.700195,460701024.000000,230314912.000000,135936,12
232899692,443,3232270842,35878,6,769,15360,11812.713867,315.079987,320820.812500,71774.546875,82689,8
3232270842,35878,232899692,443,6,13312,51205,28015.000000,312.899994,175838.093750,51737.335938,196105,11
1834981542,443,3232270633,56860,6,12033,15360,13421.857422,799.140015,713563.625000,332632.531250,93953,8
875470754,443,3232270764,40470,6,11776,63744,19712.000000,297.600006,275009.250000,81305.898438,137984,8
598549797,443,3232270764,36574,6,13312,15360,13787.713867,305.640015,396759.531250,94632.320312,96514,8
3232270764,40470,875470754,443,6,11776,26884,15799.428711,19.620001,422087.312500,134526.640625,110596,10
875019825,443,3232270764,48636,6,13312,61952,20553.142578,303.279999,631743.125000,188245.421875,143872,8
3232270764,36574,598549797,443,6,13312,60672,32549.857422,305.540009,400161.781250,162696.937500,227849,13
3232270764,37830,918578389,443,6,13312,57088,29551.000000,3100.659912,256387.140625,115704.867188,206857,10
918578389,443,3232270764,37830,6,9217,45568,17810.714844,11436.799805,286434.093750,162114.734375,124675,10
3232270845,49772,2915483751,4431,6,3587,26368,14080.428711,6186.740234,76499240.000000,25607982.000000,98563,11
865177372,443,3232270627,58829,6,13312,45568,19492.714844,5725.799805,791392.875000,406671.375000,136449,9
3232270627,58829,865177372,443,6,13312,60420,29221.857422,301.739990,1437241.000000,383669.843750,204553,11
3232270764,48636,875019825,443,6,13312,32257,19309.857422,328.559998,28775006.000000,5084155.000000,135169,13
3232270633,56860,1834981542,443,6,7681,56325,19566.857422,334.459991,97559944.000000,16733167.000000,136968,11
64992757,443,3232270639,48096,6,13312,59392,25234.285156,332.940002,1098980.125000,433319.468750,176640,9
3232270639,48096,64992757,443,6,7425,53762,23406.142578,196974.765625,923453.625000,485644.156250,163843,13
592537782,8443,3232270819,54944,6,13312,45568,18395.714844,2187.899902,875811.062500,399426.937500,128770,9
